index,dataset,text_token_count,image_count,image_tokens_total,total_tokens,image_details,text_tokens_list,question
303,MathVista_MINI,84,1,394,478,"[{'original_size': (797, 400), 'target_size': (784, 392), 'patches_h': 14, 'patches_w': 28, 'total_patches': 392, 'image_tokens': 392, 'total_image_tokens': 394, 'patch_size': 28}]","[151644, 8948, 198, 2610, 525, 264, 10950, 17847, 13, 151645, 198, 151644, 872, 198, 151652, 151655, 151653, 26987, 25, 5209, 4226, 279, 3405, 323, 3410, 279, 4396, 2999, 6524, 11, 384, 1302, 2572, 362, 11, 425, 11, 356, 11, 422, 11, 518, 279, 835, 624, 14582, 25, 2160, 70496, 7840]","Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: Is Lime Green less than Dim Gray?
Choices:
(A) yes
(B) no"
304,MathVista_MINI,109,1,137,246,"[{'original_size': (431, 247), 'target_size': (420, 252), 'patches_h': 9, 'patches_w': 15, 'total_patches': 135, 'image_tokens': 135, 'total_image_tokens': 137, 'patch_size': 28}]","[151644, 8948, 198, 2610, 525, 264, 10950, 17847, 13, 151645, 198, 151644, 872, 198, 151652, 151655, 151653, 26987, 25, 5209, 4226, 279, 3405, 22703, 458, 7546, 4226, 323, 3410, 279, 1590, 897, 11, 384, 1302, 2572, 220, 16, 11, 220, 17, 11, 220, 18, 11, 518, 279, 835, 624, 14582]","Hint: Please answer the question requiring an integer answer and provide the final value, e.g., 1, 2, 3, at the end.
Question: In the figure above, two line segments meet at a point on line l. If the value of y is equal to the square of the value of x, what is the value of y?"
305,MathVista_MINI,79,1,258,337,"[{'original_size': (448, 448), 'target_size': (448, 448), 'patches_h': 16, 'patches_w': 16, 'total_patches': 256, 'image_tokens': 256, 'total_image_tokens': 258, 'patch_size': 28}]","[151644, 8948, 198, 2610, 525, 264, 10950, 17847, 13, 151645, 198, 151644, 872, 198, 151652, 151655, 151653, 26987, 25, 5209, 4226, 279, 3405, 22703, 458, 7546, 4226, 323, 3410, 279, 1590, 897, 11, 384, 1302, 2572, 220, 16, 11, 220, 17, 11, 220, 18, 11, 518, 279, 835, 624, 14582]","Hint: Please answer the question requiring an integer answer and provide the final value, e.g., 1, 2, 3, at the end.
Question: How many people prefer the most preferred object?"
306,MathVista_MINI,85,1,352,437,"[{'original_size': (700, 400), 'target_size': (700, 392), 'patches_h': 14, 'patches_w': 25, 'total_patches': 350, 'image_tokens': 350, 'total_image_tokens': 352, 'patch_size': 28}]","[151644, 8948, 198, 2610, 525, 264, 10950, 17847, 13, 151645, 198, 151644, 872, 198, 151652, 151655, 151653, 26987, 25, 5209, 4226, 279, 3405, 323, 3410, 279, 4396, 2999, 6524, 11, 384, 1302, 2572, 362, 11, 425, 11, 356, 11, 422, 11, 518, 279, 835, 624, 14582, 25, 2160, 279, 4845]","Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: Is the bed much larger than the kitten?
Choices:
(A) Yes
(B) No"
307,MathVista_MINI,241,1,478,719,"[{'original_size': (772, 466), 'target_size': (784, 476), 'patches_h': 17, 'patches_w': 28, 'total_patches': 476, 'image_tokens': 476, 'total_image_tokens': 478, 'patch_size': 28}]","[151644, 8948, 198, 2610, 525, 264, 10950, 17847, 13, 151645, 198, 151644, 872, 198, 151652, 151655, 151653, 26987, 25, 5209, 4226, 279, 3405, 22703, 264, 19057, 16574, 1372, 448, 1378, 12122, 7482, 323, 3410, 279, 1590, 897, 11, 384, 1302, 2572, 220, 16, 13, 17, 18, 11, 220, 16, 13]","Hint: Please answer the question requiring a floating-point number with two decimal places and provide the final value, e.g., 1.23, 1.34, 1.45, at the end.
Question: Figure is an overhead view of the path taken by a race car driver as his car collides with the racetrack wall. Just before the collision, he is traveling at speed $v_i=70 \mathrm{~m} / \mathrm{s}$ along a straight line at $30^{\circ}$ from the wall. Just after the collision, he is traveling at speed $v_f=50 \mathrm{~m} / \mathrm{s}$ along a straight line at $10^{\circ}$ from the wall. His mass $m$ is $80 \mathrm{~kg}$. The collision lasts for $14 \mathrm{~ms}$. What is the magnitude of the average force on the driver during the collision?"
308,MathVista_MINI,102,1,172,274,"[{'original_size': (482, 276), 'target_size': (476, 280), 'patches_h': 10, 'patches_w': 17, 'total_patches': 170, 'image_tokens': 170, 'total_image_tokens': 172, 'patch_size': 28}]","[151644, 8948, 198, 2610, 525, 264, 10950, 17847, 13, 151645, 198, 151644, 872, 198, 151652, 151655, 151653, 26987, 25, 5209, 4226, 279, 3405, 323, 3410, 279, 4396, 2999, 6524, 11, 384, 1302, 2572, 362, 11, 425, 11, 356, 11, 422, 11, 518, 279, 835, 624, 14582, 25, 3555, 374, 419]","Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: What is this function most likely be?
Choices:
(A) a polynomial
(B) a trigonometric function
(C) an exponential function
(D) a logarithmic function"
309,MathVista_MINI,109,1,27,136,"[{'original_size': (131, 136), 'target_size': (140, 140), 'patches_h': 5, 'patches_w': 5, 'total_patches': 25, 'image_tokens': 25, 'total_image_tokens': 27, 'patch_size': 28}]","[151644, 8948, 198, 2610, 525, 264, 10950, 17847, 13, 151645, 198, 151644, 872, 198, 151652, 151655, 151653, 26987, 25, 5209, 4226, 279, 3405, 22703, 458, 7546, 4226, 323, 3410, 279, 1590, 897, 11, 384, 1302, 2572, 220, 16, 11, 220, 17, 11, 220, 18, 11, 518, 279, 835, 624, 14582]","Hint: Please answer the question requiring an integer answer and provide the final value, e.g., 1, 2, 3, at the end.
Question: The movie critic liked to count the number of actors in each movie he saw. How many movies had at least 30 actors but fewer than 47 actors? (Unit: movies)"
310,MathVista_MINI,116,1,98,214,"[{'original_size': (350, 218), 'target_size': (336, 224), 'patches_h': 8, 'patches_w': 12, 'total_patches': 96, 'image_tokens': 96, 'total_image_tokens': 98, 'patch_size': 28}]","[151644, 8948, 198, 2610, 525, 264, 10950, 17847, 13, 151645, 198, 151644, 872, 198, 151652, 151655, 151653, 26987, 25, 5209, 4226, 279, 3405, 323, 3410, 279, 4396, 2999, 6524, 11, 384, 1302, 2572, 362, 11, 425, 11, 356, 11, 422, 11, 518, 279, 835, 624, 14582, 25, 7379, 1147, 198]","Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: Find z
Choices:
(A) 10
(B) \frac { 32 } { 3 }
(C) \frac { 40 } { 3 }
(D) \frac { 50 } { 3 }"
311,MathVista_MINI,87,1,1250,1337,"[{'original_size': (1620, 1947), 'target_size': (896, 1092), 'patches_h': 39, 'patches_w': 32, 'total_patches': 1248, 'image_tokens': 1248, 'total_image_tokens': 1250, 'patch_size': 28}]","[151644, 8948, 198, 2610, 525, 264, 10950, 17847, 13, 151645, 198, 151644, 872, 198, 151652, 151655, 151653, 26987, 25, 5209, 4226, 279, 3405, 22703, 458, 7546, 4226, 323, 3410, 279, 1590, 897, 11, 384, 1302, 2572, 220, 16, 11, 220, 17, 11, 220, 18, 11, 518, 279, 835, 624, 14582]","Hint: Please answer the question requiring an integer answer and provide the final value, e.g., 1, 2, 3, at the end.
Question: What is the age gap between these two people in image? (Unit: years)"
312,MathVista_MINI,113,1,51,164,"[{'original_size': (204, 187), 'target_size': (196, 196), 'patches_h': 7, 'patches_w': 7, 'total_patches': 49, 'image_tokens': 49, 'total_image_tokens': 51, 'patch_size': 28}]","[151644, 8948, 198, 2610, 525, 264, 10950, 17847, 13, 151645, 198, 151644, 872, 198, 151652, 151655, 151653, 26987, 25, 5209, 4226, 279, 3405, 323, 3410, 279, 4396, 2999, 6524, 11, 384, 1302, 2572, 362, 11, 425, 11, 356, 11, 422, 11, 518, 279, 835, 624, 14582, 25, 1527, 39587, 36400]","Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: An Idaho farmer has been monitoring crop prices over time. In 2003, which crop cost the most per cwt?'
Choices:
(A) potatoes
(B) peas
(C) apples
(D) canola"
313,MathVista_MINI,87,1,218,305,"[{'original_size': (500, 334), 'target_size': (504, 336), 'patches_h': 12, 'patches_w': 18, 'total_patches': 216, 'image_tokens': 216, 'total_image_tokens': 218, 'patch_size': 28}]","[151644, 8948, 198, 2610, 525, 264, 10950, 17847, 13, 151645, 198, 151644, 872, 198, 151652, 151655, 151653, 26987, 25, 5209, 4226, 279, 3405, 22703, 458, 7546, 4226, 323, 3410, 279, 1590, 897, 11, 384, 1302, 2572, 220, 16, 11, 220, 17, 11, 220, 18, 11, 518, 279, 835, 624, 14582]","Hint: Please answer the question requiring an integer answer and provide the final value, e.g., 1, 2, 3, at the end.
Question: What is the age gap between these two people in image? (Unit: years)"
314,MathVista_MINI,81,1,268,349,"[{'original_size': (522, 400), 'target_size': (532, 392), 'patches_h': 14, 'patches_w': 19, 'total_patches': 266, 'image_tokens': 266, 'total_image_tokens': 268, 'patch_size': 28}]","[151644, 8948, 198, 2610, 525, 264, 10950, 17847, 13, 151645, 198, 151644, 872, 198, 151652, 151655, 151653, 26987, 25, 5209, 4226, 279, 3405, 323, 3410, 279, 4396, 2999, 6524, 11, 384, 1302, 2572, 362, 11, 425, 11, 356, 11, 422, 11, 518, 279, 835, 624, 14582, 25, 2160, 66077, 279]","Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: Is Crimson the minimum?
Choices:
(A) yes
(B) no"
315,MathVista_MINI,197,1,461,658,"[{'original_size': (749, 463), 'target_size': (756, 476), 'patches_h': 17, 'patches_w': 27, 'total_patches': 459, 'image_tokens': 459, 'total_image_tokens': 461, 'patch_size': 28}]","[151644, 8948, 198, 2610, 525, 264, 10950, 17847, 13, 151645, 198, 151644, 872, 198, 151652, 151655, 151653, 26987, 25, 5209, 4226, 279, 3405, 323, 3410, 279, 4396, 2999, 6524, 11, 384, 1302, 2572, 362, 11, 425, 11, 356, 11, 422, 11, 518, 279, 835, 624, 14582, 25, 758, 279, 13549]","Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: In the diagram above, angle A is congruent to angle BED, and angle C is congruent to angle D. If the ratio of the length of AB to the length of EB is 5:1, and the area of the triangle BED is 5*a^2 + 10, what is the area of triangle ABC?
Choices:
(A) 5*a^2 + 10
(B) 25*a^2 + 50
(C) 25*a^2 + 100
(D) 125*a^2 + 250
(E) cannot be determined"
316,MathVista_MINI,141,1,18,159,"[{'original_size': (105, 118), 'target_size': (112, 112), 'patches_h': 4, 'patches_w': 4, 'total_patches': 16, 'image_tokens': 16, 'total_image_tokens': 18, 'patch_size': 28}]","[151644, 8948, 198, 2610, 525, 264, 10950, 17847, 13, 151645, 198, 151644, 872, 198, 151652, 151655, 151653, 26987, 25, 5209, 4226, 279, 3405, 323, 3410, 279, 4396, 2999, 6524, 11, 384, 1302, 2572, 362, 11, 425, 11, 356, 11, 422, 11, 518, 279, 835, 624, 14582, 25, 1634, 6839, 304]","Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: As shown in the figure, given that points A, B, and C are on ⊙O, ∠AOB = 100.0, then the degree of ∠ACB is ()
Choices:
(A) 50°
(B) 80°
(C) 100°
(D) 200°"
317,MathVista_MINI,87,1,236,323,"[{'original_size': (496, 361), 'target_size': (504, 364), 'patches_h': 13, 'patches_w': 18, 'total_patches': 234, 'image_tokens': 234, 'total_image_tokens': 236, 'patch_size': 28}]","[151644, 8948, 198, 2610, 525, 264, 10950, 17847, 13, 151645, 198, 151644, 872, 198, 151652, 151655, 151653, 26987, 25, 5209, 4226, 279, 3405, 22703, 458, 7546, 4226, 323, 3410, 279, 1590, 897, 11, 384, 1302, 2572, 220, 16, 11, 220, 17, 11, 220, 18, 11, 518, 279, 835, 624, 14582]","Hint: Please answer the question requiring an integer answer and provide the final value, e.g., 1, 2, 3, at the end.
Question: What is the age gap between these two people in image? (Unit: years)"
318,MathVista_MINI,116,1,56,172,"[{'original_size': (239, 175), 'target_size': (252, 168), 'patches_h': 6, 'patches_w': 9, 'total_patches': 54, 'image_tokens': 54, 'total_image_tokens': 56, 'patch_size': 28}]","[151644, 8948, 198, 2610, 525, 264, 10950, 17847, 13, 151645, 198, 151644, 872, 198, 151652, 151655, 151653, 26987, 25, 5209, 4226, 279, 3405, 323, 3410, 279, 4396, 2999, 6524, 11, 384, 1302, 2572, 362, 11, 425, 11, 356, 11, 422, 11, 518, 279, 835, 624, 14582, 25, 7379, 279, 3082]","Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: Find the area of the figure. Round to the nearest tenth if necessary.
Choices:
(A) 191.5
(B) 1128
(C) 2256
(D) 4512"
319,MathVista_MINI,86,1,393,479,"[{'original_size': (640, 480), 'target_size': (644, 476), 'patches_h': 17, 'patches_w': 23, 'total_patches': 391, 'image_tokens': 391, 'total_image_tokens': 393, 'patch_size': 28}]","[151644, 8948, 198, 2610, 525, 264, 10950, 17847, 13, 151645, 198, 151644, 872, 198, 151652, 151655, 151653, 26987, 25, 5209, 4226, 279, 3405, 323, 3410, 279, 4396, 2999, 6524, 11, 384, 1302, 2572, 362, 11, 425, 11, 356, 11, 422, 11, 518, 279, 835, 624, 14582, 25, 18885, 1429, 315]","Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: Would most of the ground cover be considered weeds?
Choices:
(A) Yes
(B) No"
320,MathVista_MINI,141,1,20,161,"[{'original_size': (170, 90), 'target_size': (168, 84), 'patches_h': 3, 'patches_w': 6, 'total_patches': 18, 'image_tokens': 18, 'total_image_tokens': 20, 'patch_size': 28}]","[151644, 8948, 198, 2610, 525, 264, 10950, 17847, 13, 151645, 198, 151644, 872, 198, 151652, 151655, 151653, 26987, 25, 5209, 4226, 279, 3405, 323, 3410, 279, 4396, 2999, 6524, 11, 384, 1302, 2572, 362, 11, 425, 11, 356, 11, 422, 11, 518, 279, 835, 624, 14582, 25, 69372, 28029, 96050]","Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: 如图，在△ABC中，∠C＝90°，AB＝13，AC＝5，D、E分别是AC、AB的中点，则DE的长是（）
Choices:
(A) 6.5
(B) 6
(C) 5.5
(D) \frac{√{119}}{2}"
321,MathVista_MINI,104,1,93,197,"[{'original_size': (353, 187), 'target_size': (364, 196), 'patches_h': 7, 'patches_w': 13, 'total_patches': 91, 'image_tokens': 91, 'total_image_tokens': 93, 'patch_size': 28}]","[151644, 8948, 198, 2610, 525, 264, 10950, 17847, 13, 151645, 198, 151644, 872, 198, 151652, 151655, 151653, 26987, 25, 5209, 4226, 279, 3405, 323, 3410, 279, 4396, 2999, 6524, 11, 384, 1302, 2572, 362, 11, 425, 11, 356, 11, 422, 11, 518, 279, 835, 624, 14582, 25, 9192, 518, 279]","Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: Look at the table. Then answer the question. At a price of $330, is there a shortage or a surplus?'
Choices:
(A) shortage
(B) surplus"
322,MathVista_MINI,162,1,22,184,"[{'original_size': (148, 107), 'target_size': (140, 112), 'patches_h': 4, 'patches_w': 5, 'total_patches': 20, 'image_tokens': 20, 'total_image_tokens': 22, 'patch_size': 28}]","[151644, 8948, 198, 2610, 525, 264, 10950, 17847, 13, 151645, 198, 151644, 872, 198, 151652, 151655, 151653, 26987, 25, 5209, 4226, 279, 3405, 323, 3410, 279, 4396, 2999, 6524, 11, 384, 1302, 2572, 362, 11, 425, 11, 356, 11, 422, 11, 518, 279, 835, 624, 14582, 25, 69372, 28029, 3837]","Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: 如图，A，B两点被池塘隔开，在AB外选一点C，使点C能直接到达点A和点B，连接AC和BC，并分别找出AC和BC的中点M，N．如果测得MN＝20m，那么A，B两点的距离是（）
Choices:
(A) 10m
(B) 20m
(C) 35m
(D) 40m"
323,MathVista_MINI,138,1,26,164,"[{'original_size': (230, 94), 'target_size': (224, 84), 'patches_h': 3, 'patches_w': 8, 'total_patches': 24, 'image_tokens': 24, 'total_image_tokens': 26, 'patch_size': 28}]","[151644, 8948, 198, 2610, 525, 264, 10950, 17847, 13, 151645, 198, 151644, 872, 198, 151652, 151655, 151653, 26987, 25, 5209, 4226, 279, 3405, 323, 3410, 279, 4396, 2999, 6524, 11, 384, 1302, 2572, 362, 11, 425, 11, 356, 11, 422, 11, 518, 279, 835, 624, 14582, 25, 28417, 1101, 23293]","Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: Craig just downloaded the new game Gem Excavator on his phone. In the first level, Craig gains points for each green gem he finds. However, he loses points for each red gem he finds. The table shows how the gems affect Craig's points. Which color gem affects Craig's points less?'
Choices:
(A) green
(B) red"
324,MathVista_MINI,84,1,756,840,"[{'original_size': (800, 726), 'target_size': (812, 728), 'patches_h': 26, 'patches_w': 29, 'total_patches': 754, 'image_tokens': 754, 'total_image_tokens': 756, 'patch_size': 28}]","[151644, 8948, 198, 2610, 525, 264, 10950, 17847, 13, 151645, 198, 151644, 872, 198, 151652, 151655, 151653, 26987, 25, 5209, 4226, 279, 3405, 22703, 458, 7546, 4226, 323, 3410, 279, 1590, 897, 11, 384, 1302, 2572, 220, 16, 11, 220, 17, 11, 220, 18, 11, 518, 279, 835, 624, 14582]","Hint: Please answer the question requiring an integer answer and provide the final value, e.g., 1, 2, 3, at the end.
Question: What is the difference between highest and lowest value of dark blue bar?"
325,MathVista_MINI,87,1,226,313,"[{'original_size': (448, 400), 'target_size': (448, 392), 'patches_h': 14, 'patches_w': 16, 'total_patches': 224, 'image_tokens': 224, 'total_image_tokens': 226, 'patch_size': 28}]","[151644, 8948, 198, 2610, 525, 264, 10950, 17847, 13, 151645, 198, 151644, 872, 198, 151652, 151655, 151653, 26987, 25, 5209, 4226, 279, 3405, 323, 3410, 279, 4396, 2999, 6524, 11, 384, 1302, 2572, 362, 11, 425, 11, 356, 11, 422, 11, 518, 279, 835, 624, 14582, 25, 12553, 4895, 40389]","Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: Does Web Purple have the maximum area under the curve?
Choices:
(A) yes
(B) no"
326,MathVista_MINI,93,1,98,191,"[{'original_size': (438, 170), 'target_size': (448, 168), 'patches_h': 6, 'patches_w': 16, 'total_patches': 96, 'image_tokens': 96, 'total_image_tokens': 98, 'patch_size': 28}]","[151644, 8948, 198, 2610, 525, 264, 10950, 17847, 13, 151645, 198, 151644, 872, 198, 151652, 151655, 151653, 26987, 25, 5209, 4226, 279, 3405, 22703, 458, 7546, 4226, 323, 3410, 279, 1590, 897, 11, 384, 1302, 2572, 220, 16, 11, 220, 17, 11, 220, 18, 11, 518, 279, 835, 624, 14582]","Hint: Please answer the question requiring an integer answer and provide the final value, e.g., 1, 2, 3, at the end.
Question: Move the ruler to measure the length of the pencil to the nearest inch. The pencil is about (_) inches long."
327,MathVista_MINI,85,1,258,343,"[{'original_size': (448, 448), 'target_size': (448, 448), 'patches_h': 16, 'patches_w': 16, 'total_patches': 256, 'image_tokens': 256, 'total_image_tokens': 258, 'patch_size': 28}]","[151644, 8948, 198, 2610, 525, 264, 10950, 17847, 13, 151645, 198, 151644, 872, 198, 151652, 151655, 151653, 26987, 25, 5209, 4226, 279, 3405, 22703, 458, 7546, 4226, 323, 3410, 279, 1590, 897, 11, 384, 1302, 2572, 220, 16, 11, 220, 17, 11, 220, 18, 11, 518, 279, 835, 624, 14582]","Hint: Please answer the question requiring an integer answer and provide the final value, e.g., 1, 2, 3, at the end.
Question: How many items sold less than 1 units in at least one store?"
328,MathVista_MINI,86,1,258,344,"[{'original_size': (448, 448), 'target_size': (448, 448), 'patches_h': 16, 'patches_w': 16, 'total_patches': 256, 'image_tokens': 256, 'total_image_tokens': 258, 'patch_size': 28}]","[151644, 8948, 198, 2610, 525, 264, 10950, 17847, 13, 151645, 198, 151644, 872, 198, 151652, 151655, 151653, 26987, 25, 5209, 4226, 279, 3405, 22703, 458, 7546, 4226, 323, 3410, 279, 1590, 897, 11, 384, 1302, 2572, 220, 16, 11, 220, 17, 11, 220, 18, 11, 518, 279, 835, 624, 14582]","Hint: Please answer the question requiring an integer answer and provide the final value, e.g., 1, 2, 3, at the end.
Question: What is the sum of accuracies of the algorithm candy for all the datasets?"
329,MathVista_MINI,99,1,1242,1341,"[{'original_size': (2560, 2039), 'target_size': (1120, 868), 'patches_h': 31, 'patches_w': 40, 'total_patches': 1240, 'image_tokens': 1240, 'total_image_tokens': 1242, 'patch_size': 28}]","[151644, 8948, 198, 2610, 525, 264, 10950, 17847, 13, 151645, 198, 151644, 872, 198, 151652, 151655, 151653, 26987, 25, 5209, 4226, 279, 3405, 323, 3410, 279, 4396, 2999, 6524, 11, 384, 1302, 2572, 362, 11, 425, 11, 356, 11, 422, 11, 518, 279, 835, 624, 14582, 25, 576, 31805, 315]","Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: The derivative of y at x=6 is ____ that at x=8
Choices:
(A) larger than
(B) equal to
(C) smaller than"
330,MathVista_MINI,86,1,101,187,"[{'original_size': (320, 240), 'target_size': (308, 252), 'patches_h': 9, 'patches_w': 11, 'total_patches': 99, 'image_tokens': 99, 'total_image_tokens': 101, 'patch_size': 28}]","[151644, 8948, 198, 2610, 525, 264, 10950, 17847, 13, 151645, 198, 151644, 872, 198, 151652, 151655, 151653, 26987, 25, 5209, 4226, 279, 3405, 22703, 458, 7546, 4226, 323, 3410, 279, 1590, 897, 11, 384, 1302, 2572, 220, 16, 11, 220, 17, 11, 220, 18, 11, 518, 279, 835, 624, 14582]","Hint: Please answer the question requiring an integer answer and provide the final value, e.g., 1, 2, 3, at the end.
Question: Subtract all tiny cubes. Subtract all brown balls. How many objects are left?"
331,MathVista_MINI,90,1,101,191,"[{'original_size': (246, 311), 'target_size': (252, 308), 'patches_h': 11, 'patches_w': 9, 'total_patches': 99, 'image_tokens': 99, 'total_image_tokens': 101, 'patch_size': 28}]","[151644, 8948, 198, 2610, 525, 264, 10950, 17847, 13, 151645, 198, 151644, 872, 198, 151652, 151655, 151653, 26987, 25, 5209, 4226, 279, 3405, 22703, 458, 7546, 4226, 323, 3410, 279, 1590, 897, 11, 384, 1302, 2572, 220, 16, 11, 220, 17, 11, 220, 18, 11, 518, 279, 835, 624, 14582]","Hint: Please answer the question requiring an integer answer and provide the final value, e.g., 1, 2, 3, at the end.
Question: Several people compared how many Web pages they had visited. What is the mean of the numbers?'"
332,MathVista_MINI,104,1,30,134,"[{'original_size': (125, 187), 'target_size': (112, 196), 'patches_h': 7, 'patches_w': 4, 'total_patches': 28, 'image_tokens': 28, 'total_image_tokens': 30, 'patch_size': 28}]","[151644, 8948, 198, 2610, 525, 264, 10950, 17847, 13, 151645, 198, 151644, 872, 198, 151652, 151655, 151653, 26987, 25, 5209, 4226, 279, 3405, 22703, 458, 7546, 4226, 323, 3410, 279, 1590, 897, 11, 384, 1302, 2572, 220, 16, 11, 220, 17, 11, 220, 18, 11, 518, 279, 835, 624, 14582]","Hint: Please answer the question requiring an integer answer and provide the final value, e.g., 1, 2, 3, at the end.
Question: A taxi cab driver tracked how many miles he drove each month. How many miles did the taxi cab driver drive in total in January and April? (Unit: miles)"
333,MathVista_MINI,126,1,57,183,"[{'original_size': (297, 149), 'target_size': (308, 140), 'patches_h': 5, 'patches_w': 11, 'total_patches': 55, 'image_tokens': 55, 'total_image_tokens': 57, 'patch_size': 28}]","[151644, 8948, 198, 2610, 525, 264, 10950, 17847, 13, 151645, 198, 151644, 872, 198, 151652, 151655, 151653, 26987, 25, 5209, 4226, 279, 3405, 323, 3410, 279, 4396, 2999, 6524, 11, 384, 1302, 2572, 362, 11, 425, 11, 356, 11, 422, 11, 518, 279, 835, 624, 14582, 25, 7379, 14197, 1599]","Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: Find tan X
Choices:
(A) \frac { 5 } { 12 }
(B) \frac { 12 } { 13 }
(C) \frac { 17 } { 12 }
(D) \frac { 12 } { 5 }"
334,MathVista_MINI,104,1,393,497,"[{'original_size': (640, 480), 'target_size': (644, 476), 'patches_h': 17, 'patches_w': 23, 'total_patches': 391, 'image_tokens': 391, 'total_image_tokens': 393, 'patch_size': 28}]","[151644, 8948, 198, 2610, 525, 264, 10950, 17847, 13, 151645, 198, 151644, 872, 198, 151652, 151655, 151653, 26987, 25, 5209, 4226, 279, 3405, 323, 3410, 279, 4396, 2999, 6524, 11, 384, 1302, 2572, 362, 11, 425, 11, 356, 11, 422, 11, 518, 279, 835, 624, 14582, 25, 8713, 1052, 16745]","Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: Are there fewer yellow metal tandem bikes in front of the small yellow metallic bicycle than metal bicycles on the left side of the large brown jet?
Choices:
(A) Yes
(B) No"
335,MathVista_MINI,88,1,101,189,"[{'original_size': (320, 240), 'target_size': (308, 252), 'patches_h': 9, 'patches_w': 11, 'total_patches': 99, 'image_tokens': 99, 'total_image_tokens': 101, 'patch_size': 28}]","[151644, 8948, 198, 2610, 525, 264, 10950, 17847, 13, 151645, 198, 151644, 872, 198, 151652, 151655, 151653, 26987, 25, 5209, 4226, 279, 3405, 22703, 458, 7546, 4226, 323, 3410, 279, 1590, 897, 11, 384, 1302, 2572, 220, 16, 11, 220, 17, 11, 220, 18, 11, 518, 279, 835, 624, 14582]","Hint: Please answer the question requiring an integer answer and provide the final value, e.g., 1, 2, 3, at the end.
Question: Subtract all large brown matte balls. Subtract all blue cylinders. How many objects are left?"
336,MathVista_MINI,84,1,258,342,"[{'original_size': (448, 448), 'target_size': (448, 448), 'patches_h': 16, 'patches_w': 16, 'total_patches': 256, 'image_tokens': 256, 'total_image_tokens': 258, 'patch_size': 28}]","[151644, 8948, 198, 2610, 525, 264, 10950, 17847, 13, 151645, 198, 151644, 872, 198, 151652, 151655, 151653, 26987, 25, 5209, 4226, 279, 3405, 22703, 458, 7546, 4226, 323, 3410, 279, 1590, 897, 11, 384, 1302, 2572, 220, 16, 11, 220, 17, 11, 220, 18, 11, 518, 279, 835, 624, 14582]","Hint: Please answer the question requiring an integer answer and provide the final value, e.g., 1, 2, 3, at the end.
Question: What is the value of the largest individual bar in the whole chart?"
337,MathVista_MINI,113,1,11,124,"[{'original_size': (95, 95), 'target_size': (84, 84), 'patches_h': 3, 'patches_w': 3, 'total_patches': 9, 'image_tokens': 9, 'total_image_tokens': 11, 'patch_size': 28}]","[151644, 8948, 198, 2610, 525, 264, 10950, 17847, 13, 151645, 198, 151644, 872, 198, 151652, 151655, 151653, 26987, 25, 5209, 4226, 279, 3405, 323, 3410, 279, 4396, 2999, 6524, 11, 384, 1302, 2572, 362, 11, 425, 11, 356, 11, 422, 11, 518, 279, 835, 624, 14582, 25, 3555, 882, 374]","Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: What time is shown? Answer by typing a time word, not a number. It is (_) to eight.
Choices:
(A) half
(B) quarter
(C) o'clock
(D) quarter to
(E) quarter past"
338,MathVista_MINI,139,1,26,165,"[{'original_size': (121, 167), 'target_size': (112, 168), 'patches_h': 6, 'patches_w': 4, 'total_patches': 24, 'image_tokens': 24, 'total_image_tokens': 26, 'patch_size': 28}]","[151644, 8948, 198, 2610, 525, 264, 10950, 17847, 13, 151645, 198, 151644, 872, 198, 151652, 151655, 151653, 26987, 25, 5209, 4226, 279, 3405, 323, 3410, 279, 4396, 2999, 6524, 11, 384, 1302, 2572, 362, 11, 425, 11, 356, 11, 422, 11, 518, 279, 835, 624, 14582, 25, 758, 21495, 19360]","Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: In triangle ABC above, AB = AC, E is the midpoint of line AB, and D is the midpoint of line AC. If AE = x and ED = 4, what is length BC?
Choices:
(A) 6
(B) 8
(C) 2*x
(D) 4*x
(E) 4*x^2"
